id,name,href,company,gbfs_href,location.latitude,location.longitude,location.city,location.country,system,source,ebikes,license.name,license.url,scooters,instances
cyclopolis-aua,Γεωπονικό Πανεπιστήμιο Αθηνών (Agricultural University of Athens),/v2/networks/cyclopolis-aua,"[""Cyclopolis Systems""]",,37.9846,23.7056,Athens,GR,Cyclopolis,,,,,,
cyclopolis-chania,Cyclopolis,/v2/networks/cyclopolis-chania,"[""Cyclopolis Systems""]",,35.5148425,24.0177549,Chania,GR,Cyclopolis,,,,,,
cyclopolis-edessa,Cyclopolis,/v2/networks/cyclopolis-edessa,"[""Cyclopolis Systems""]",,40.8033168,22.0436732,Edessa,GR,Cyclopolis,,,,,,
cyclopolis-igoumenitsa,Cyclopolis,/v2/networks/cyclopolis-igoumenitsa,"[""Cyclopolis Systems""]",,39.5031199,20.2639271,Igoumenitsa,GR,Cyclopolis,,,,,,
cyclopolis-loutraki,Cyclopolis,/v2/networks/cyclopolis-loutraki,"[""Cyclopolis Systems""]",,37.9782137,22.9767486,Loutraki,GR,Cyclopolis,,,,,,
cyclopolis-poros,Cyclopolis,/v2/networks/cyclopolis-poros,"[""Cyclopolis Systems""]",,37.4995,23.4546,Poros,GR,Cyclopolis,,,,,,
cyclovis,Cyclovis,/v2/networks/cyclovis,"[""Ecovelo""]",https://api.gbfs.ecovelo.mobi/cyclovis/gbfs.json,49.3817,3.3236,Soissons,FR,Ecovelo,,True,,,,
cykl,Cykl,/v2/networks/cykl,"[""Open Source Bike Share""]",,51.974,5.6671,Wageningen,NL,OpenSourceBikeShare,,,,,,
dbizi,Dbizi,/v2/networks/dbizi,"[""UTE BIZISS"", ""Movilidad Urbana Sostenible SLU"", ""URBASER, S.A."", ""AENOR INTERNACIONAL S.A."", ""PBSC Urban Solutions""]",https://sansebastian.publicbikesystem.net/customer/gbfs/v2/gbfs.json,43.3186,-1.9836,Donostia/San Sebastián,ES,,,,,,,
dcs-bike,DCS Bike,/v2/networks/dcs-bike,"[""Nextbike GmbH""]",,49.5346,8.47004,Mannheim,DE,Nextbike,,,,,,
denver,Lyft,/v2/networks/denver,"[""Lyft Inc.""]",https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/den/gbfs.json,39.72055,-104.95253,"Denver, CO",US,,,,,,,
desmoines,Des Moines BCycle,/v2/networks/desmoines,"[""BCycle, LLC""]",https://gbfs.bcycle.com/bcycle_desmoines/gbfs.json,41.6005448,-93.6091064,"Des Moines, IA",US,BCycle,,,,,,
divia-velodi,DiviaVélodi,/v2/networks/divia-velodi,"[""Cykleo SAS""]",,47.3215806,5.0414701,Dijon,FR,Cykleo,,,,,,
divvy,Divvy,/v2/networks/divvy,"[""Motivate International, Inc."", ""PBSC Urban Solutions""]",https://gbfs.divvybikes.com/gbfs/gbfs.json,41.8781136,-87.6297982,"Chicago, IL",US,,,True,,,,
docomo-cycle-aichi,Docomo Bike Share Aichi,/v2/networks/docomo-cycle-aichi,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,35.1835,136.904,愛知県 (Aichi),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-fukui,Docomo Bike Share Fukui,/v2/networks/docomo-cycle-fukui,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,36.0665,136.2138,福井県 (Fukui),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-gifu,Docomo Bike Share Gifu,/v2/networks/docomo-cycle-gifu,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,35.4512,137.02627,岐阜県 (Gifu),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-hiroshima,Docomo Bike Share Hiroshima,/v2/networks/docomo-cycle-hiroshima,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,34.3904,132.4527,広島県 (Hiroshima),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-hyogo,Docomo Bike Share Hyōgo,/v2/networks/docomo-cycle-hyogo,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,34.8147,134.689,兵庫県 (Hyōgo),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-ibaraki,Docomo Bike Share Ibaraki,/v2/networks/docomo-cycle-ibaraki,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,36.3732,140.2549,茨城県 (Ibaraki),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-ishikawa,Docomo Bike Share Ishikawa,/v2/networks/docomo-cycle-ishikawa,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,36.5594,136.658,石川県 (Ishikawa),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-kagoshima,Docomo Bike Share Kagoshima,/v2/networks/docomo-cycle-kagoshima,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,31.588,130.5547,鹿児島県 (Kagoshima),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-kanagawa,Docomo Bike Share Kanagawa,/v2/networks/docomo-cycle-kanagawa,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,35.4504,139.625,神奈川県 (Kanagawa),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-kyoto,Docomo Bike Share Kyoto,/v2/networks/docomo-cycle-kyoto,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,35.0001,135.7587,京都府 (Kyoto),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-miyagi,Docomo Bike Share Miyagi,/v2/networks/docomo-cycle-miyagi,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,38.2607,140.8814,茨城県 (Miyagi),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-nara,Docomo Bike Share Nara,/v2/networks/docomo-cycle-nara,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,34.6839,135.8087,奈良県 (Nara),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-niigata,Docomo Bike Share Niigata,/v2/networks/docomo-cycle-niigata,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,37.9186,139.0488,新潟県 (Niigata),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-oita,Docomo Bike Share Ōita,/v2/networks/docomo-cycle-oita,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,33.2393,131.6124,大分県 (Ōita),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-okayama,Docomo Bike Share Okayama,/v2/networks/docomo-cycle-okayama,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,34.603,133.765,岡山県 (Okayama),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-okinawa,Docomo Bike Share Okinawa,/v2/networks/docomo-cycle-okinawa,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,26.2097,127.6841,沖縄県 (Okinawa),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-osaka,Docomo Bike Share Osaka,/v2/networks/docomo-cycle-osaka,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,34.693,135.5028,大阪府 (Osaka),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-shiga,Docomo Bike Share Shiga,/v2/networks/docomo-cycle-shiga,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,35.0378,135.9801,滋賀県 (Shiga),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-tokyo,Docomo Bike Share Tokyo,/v2/networks/docomo-cycle-tokyo,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle-tokyo/gbfs.json,35.6827,139.766,Tokyo,JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
docomo-cycle-yamanashi,Docomo Bike Share Yamanashi,/v2/networks/docomo-cycle-yamanashi,"[""DOCOMO BIKE SHARE, INC.""]",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,35.6848,138.733,山梨県 (Yamanashi),JP,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
donkey-gh,Donkey Republic - Gent,/v2/networks/donkey-gh,"[""Donkey Republic""]",https://stables.donkey.bike/api/public/gbfs/donkey_gh/gbfs,51.05,3.7303,Gent,BE,,,,,,,
dott-ibiza,Dott Ibiza,/v2/networks/dott-ibiza,"[""Dott""]",https://gbfs.api.ridedott.com/public/v2/ibiza/gbfs.json,38.91,1.4334,Ibiza,ES,,,,,,,
dott-murcia,Dott,/v2/networks/dott-murcia,"[""Dott""]",https://gbfs.api.ridedott.com/public/v2/murcia/gbfs.json,37.9872,-1.1287,Murcia,ES,,,,,,,
dott-tarragona,Dott Tarragona,/v2/networks/dott-tarragona,"[""Dott""]",https://gbfs.api.ridedott.com/public/v2/tarragona/gbfs.json,41.1178,1.2553,Tarragona,ES,,,,,,,
dott-tubingen,Dott Tübingen,/v2/networks/dott-tubingen,"[""Dott""]",https://gbfs.api.ridedott.com/public/v2/tubingen/gbfs.json,48.521,9.0534,Tübingen,DE,,,,,,,
dubai-careem-bike,Dubai Careem BIKE,/v2/networks/dubai-careem-bike,"[""Careem""]",https://dubai.publicbikesystem.net/customer/gbfs/v2/en/gbfs.json,25.1713,55.2324,Dubai,AE,,,,,,,
dublinbikes,dublinbikes,/v2/networks/dublinbikes,"[""JCDecaux""]",,53.3498053,-6.2603097,Dublin,IE,Cyclocity,https://developer.jcdecaux.com,,Open Licence,https://developer.jcdecaux.com/#/opendata/licence,,
e-motion-rovereto,e.motion,/v2/networks/e-motion-rovereto,"[""Comunicare S.r.l.""]",,45.88710661061543,11.042242751867644,Rovereto,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=189,,,,,
e-motion-trento,e.motion,/v2/networks/e-motion-trento,"[""Comunicare S.r.l.""]",,46.06643205823519,11.122145390351879,Trento,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=187,,,,,
easybike-didymoteicho,EasyBike,/v2/networks/easybike-didymoteicho,"[""Brainbox Technology"", ""Smoove SAS""]",,41.3502539849,26.4972960949,Didymoteicho,GR,EasyBike,,,,,,
easybike-glyfada,EasyBike,/v2/networks/easybike-glyfada,"[""Brainbox Technology"", ""Smoove SAS""]",,37.8715809825,23.7355544376,Glyfada,GR,EasyBike,,,,,,
easybike-igoumenitsa,EasyBike,/v2/networks/easybike-igoumenitsa,"[""Brainbox Technology"", ""Smoove SAS""]",,39.5005770633,20.2635206985,Igoumenitsa,GR,EasyBike,,,,,,
easybike-ioannina,EasyBike,/v2/networks/easybike-ioannina,"[""Brainbox Technology"", ""Smoove SAS""]",,39.6639818,20.8522784,Ioannina,GR,EasyBike,,,,,,
easybike-irakleio,EasyBike,/v2/networks/easybike-irakleio,"[""Brainbox Technology"", ""Smoove SAS""]",,35.338735,25.144213,Irakleio,GR,EasyBike,,,,,,
easybike-karditsa,EasyBike,/v2/networks/easybike-karditsa,"[""Brainbox Technology"", ""Smoove SAS""]",,39.3634604,21.9211192,Karditsa,GR,EasyBike,,,,,,
easybike-kinouria,EasyBike,/v2/networks/easybike-kinouria,"[""Brainbox Technology"", ""Smoove SAS""]",,37.1476704305,22.8933729935,Kinouria,GR,EasyBike,,,,,,
easybike-komotini,EasyBike,/v2/networks/easybike-komotini,"[""Brainbox Technology"", ""Smoove SAS""]",,41.117833,25.4041307,Komotini,GR,EasyBike,,,,,,
easybike-mani,EasyBike,/v2/networks/easybike-mani,"[""Brainbox Technology"", ""Smoove SAS""]",,41.4097472,26.4024952,Mani,GR,EasyBike,,,,,,
easybike-patra,EasyBike,/v2/networks/easybike-patra,"[""Brainbox Technology"", ""Smoove SAS""]",,38.2410966371,21.7259683418,Patra,GR,EasyBike,,,,,,
easybike-rethymno,EasyBike,/v2/networks/easybike-rethymno,"[""Brainbox Technology"", ""Smoove SAS""]",,35.3667571777,24.4832845736,Rethymno,GR,EasyBike,,,,,,
easybike-samos,EasyBike,/v2/networks/easybike-samos,"[""Brainbox Technology"", ""Smoove SAS""]",,37.754065919,26.9787850189,Samos,GR,EasyBike,,,,,,
ecobici,EcoBici,/v2/networks/ecobici,"[""5M2 S.A. DE C.V."", ""BKT BICIPÚBLICA S.A. DE C.V."", ""Lyft Inc.""]",https://gbfs.mex.lyftbikes.com/gbfs/gbfs.json,19.4326077,-99.133208,Cd de México,MX,,,,,,,
ecobici-buenos-aires,Ecobici,/v2/networks/ecobici-buenos-aires,"[""Tembici"", ""Itaú Argentina""]",https://buenosaires.publicbikesystem.net/customer/gbfs/v2/gbfs.json,-34.630665,-58.41156,Buenos Aires,AR,,,,,,,
edeka-gruenheide-mark,EDEKA Grünheide,/v2/networks/edeka-gruenheide-mark,"[""Nextbike GmbH""]",,52.4247,13.8203,Grünheide (Mark),DE,Nextbike,,,,,,
eifel,Eifel e-Bike,/v2/networks/eifel,"[""Nextbike GmbH""]",,50.5771,6.64673,Eifel e-Bike,DE,Nextbike,,,,,,
elpaso,El Paso BCycle,/v2/networks/elpaso,"[""BCycle, LLC""]",https://gbfs.bcycle.com/bcycle_elpaso/gbfs.json,31.76148,-106.48507,"El Paso, TX",US,BCycle,,,,,,
emobi-osijek,eMobi (Croatia),/v2/networks/emobi-osijek,"[""Nextbike GmbH""]",,45.554,18.6943,Osijek,HR,Nextbike,,,,,,
encicla,EnCicla,/v2/networks/encicla,"[""Sistema de Bicicletas Públicas del Valle de Aburrá""]",,6.2443,-75.5735,Medellin,CO,Encicla,,,,,,
enna,Enna,/v2/networks/enna,"[""Comunicare S.r.l.""]",,37.56342572664775,14.27973747253418,Enna,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=163,,,,,
eoulling-sejong,어울링 (Eoulling),/v2/networks/eoulling-sejong,"[""Sejong City Transportation Corporation""]",,36.4901,127.2829,세종 (Sejong),KR,,,,,,,
famose,Fa.Mo.Se,/v2/networks/famose,"[""Comuni di Senigallia e Mondolfo"", ""TIER Mobility SE""]",https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_fa/gbfs.json,43.7603,13.1139,Senigallia,IT,,,,,,,
figas,Figas,/v2/networks/figas,"[""Município de Figueira da Foz"", ""Wegoshare, Lda""]",,40.1548,-8.8613,Figueira da Foz,PT,,,,,,,
foli,Fölläri bikes,/v2/networks/foli,"[""Turku Region Traffic Föli"", ""DonkeyRepublic Admin ApS""]",https://stables.donkey.bike/api/public/gbfs/2/donkey_turku/gbfs.json,60.4506,22.2666,Turku,FI,,,,,,,
fortworth,Trinity Metro Bikes,/v2/networks/fortworth,"[""Trinity Metro"", ""Lyft Inc.""]",https://fortworth.publicbikesystem.net/customer/gbfs/v2/gbfs.json,32.7516,-97.32888,"Fort Worth, TX",US,,,,,,,
free-bike-sharing,FRee Bike sharing,/v2/networks/free-bike-sharing,"[""Comunicare S.r.l.""]",,41.645081,13.342123,Frosinone,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=53,,,,,
frelo-freiburg,Frelo,/v2/networks/frelo-freiburg,"[""Nextbike GmbH""]",,47.9958,7.84453,Freiburg,DE,Nextbike,,,,,,
galway,TFI Bikes,/v2/networks/galway,"[""The National Transport Authority""]",,53.2783491544,-9.05069143207,Galway,IE,TFI Bikes,,,,,,
ganxeta-reus,Ganxeta,/v2/networks/ganxeta-reus,"[""REUS MOBILITAT I SERVEIS, S.A. (RMS)""]",,41.1589,1.10623,Reus,ES,,,,,,,
gbici,Gbici,/v2/networks/gbici,"[""Instituto Tecnológico de Castilla y León (ITCL)""]",,40.308,-3.7301,Getafe,ES,,,,,,,
gijon,Gijón Bici,/v2/networks/gijon,"[""Citybike España S.L.U."", ""Fifteen SAS""]",,43.5396116,-5.6663604,Gijón,ES,Fifteen,,,,,,
gimme-bike,Gimme Bike,/v2/networks/gimme-bike,"[""Comunicare S.r.l.""]",,45.8183902,8.823913,Varese,IT,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=50,,,,,
gira,Gira,/v2/networks/gira,"[""EMEL""]",,38.724954,-9.149334,Lisbon,PT,Gira,,,,,,
girocleta,Girocleta,/v2/networks/girocleta,"[""ICNITA S.L.""]",,41.9794005,2.8214264,Girona,ES,Emovity,,,,,,
gobiki,Biki,/v2/networks/gobiki,"[""Bikeshare Hawaii Island""]",https://hon.publicbikesystem.net/customer/ube/gbfs/v1/en/gbfs.json,21.3043,-157.856,Honolulu,US,,,,,,,
goodbike,GoodBike,/v2/networks/goodbike,"[""Bicincitta Italia S.r.l.""]",,45.4064349,11.8767611,Padova,IT,Weelo,,,,,,
grad-drnis-drnis,Nextbike,/v2/networks/grad-drnis-drnis,"[""Nextbike GmbH""]",,43.8425,16.1197,Drniš,HR,Nextbike,,,,,,
grad-ivanic-grad-ivanic-grad,Grad Ivanić-Grad,/v2/networks/grad-ivanic-grad-ivanic-grad,"[""Nextbike GmbH""]",,45.7062,16.3919,Ivanic Grad,HR,Nextbike,,,,,,
grad-karlovac-karlovac,Grad Karlovac,/v2/networks/grad-karlovac-karlovac,"[""Nextbike GmbH""]",,45.4905,15.5503,Karlovac,HR,Nextbike,,,,,,
grad-makarska-makarska,Grad Makarska,/v2/networks/grad-makarska-makarska,"[""Nextbike GmbH""]",,43.2992,17.0184,Makarska,HR,,,,,,,
grad-metkovic-metkovic,Grad Metković,/v2/networks/grad-metkovic-metkovic,"[""Nextbike GmbH""]",,43.0654,17.642,Metković,HR,,,,,,,
grad-sibenik-sibenik,Grad Šibenik,/v2/networks/grad-sibenik-sibenik,"[""Nextbike GmbH""]",,43.733,15.8982,Šibenik,HR,Nextbike,,,,,,
grad-sisak-sisak,Grad Sisak,/v2/networks/grad-sisak-sisak,"[""Nextbike GmbH""]",,45.4875,16.3753,Sisak,HR,Nextbike,,,,,,
grad-slavonski-brod-slavonski-brod,Grad Slavonski Brod,/v2/networks/grad-slavonski-brod-slavonski-brod,"[""Nextbike GmbH""]",,45.1656,18.0183,Slavonski Brod,HR,Nextbike,,,,,,
grad-split,Grad Split (Croatia),/v2/networks/grad-split,"[""Nextbike GmbH""]",,43.5162,16.4637,Split,HR,Nextbike,,,,,,
grad-split-opcina-hrvace,Grad Split (Croatia),/v2/networks/grad-split-opcina-hrvace,"[""Nextbike GmbH""]",,43.7553,16.6197,Općina Hrvace,HR,Nextbike,,,,,,
grad-split-opcina-klis,Grad Split (Croatia),/v2/networks/grad-split-opcina-klis,"[""Nextbike GmbH""]",,43.5605,16.5269,Općina Klis,HR,Nextbike,,,,,,
grad-split-opcina-otok-dalmatinski,Grad Split (Croatia),/v2/networks/grad-split-opcina-otok-dalmatinski,"[""Nextbike GmbH""]",,43.6889,16.7361,Općina Otok Dalmatinski,HR,Nextbike,,,,,,
grad-split-podstrana,Grad Split (Croatia),/v2/networks/grad-split-podstrana,"[""Nextbike GmbH""]",,43.4934,16.5598,Podstrana,HR,Nextbike,,,,,,
grad-split-sinj,Grad Split (Croatia),/v2/networks/grad-split-sinj,"[""Nextbike GmbH""]",,43.7031,16.6364,Sinj,HR,Nextbike,,,,,,
grad-split-solin,Grad Split (Croatia),/v2/networks/grad-split-solin,"[""Nextbike GmbH""]",,43.5441,16.4833,Solin,HR,Nextbike,,,,,,
grad-split-trogir,Grad Split (Croatia),/v2/networks/grad-split-trogir,"[""Nextbike GmbH""]",,43.5234,16.2476,Trogir,HR,Nextbike,,,,,,
grad-velika-gorica-velika-gorica,Grad Velika Gorica,/v2/networks/grad-velika-gorica-velika-gorica,"[""Nextbike GmbH""]",,45.7161,16.0683,Velika Gorica,HR,Nextbike,,,,,,
grad-vukovar,Grad Vukovar (Croatia),/v2/networks/grad-vukovar,"[""Nextbike GmbH""]",,45.3575,18.9895,Vukovar,HR,Nextbike,,,,,,
grad-zadar-zadar,Grad Zadar,/v2/networks/grad-zadar-zadar,"[""Nextbike GmbH""]",,44.0058,15.2183,Zadar,HR,Nextbike,,,,,,
grad-zapresic,Grad Zaprešić (Croatia),/v2/networks/grad-zapresic,"[""Nextbike GmbH""]",,45.8622,15.8049,Zaprešić,HR,Nextbike,,,,,,
greenbikeslc,GREENbike,/v2/networks/greenbikeslc,"[""BCycle, LLC""]",https://gbfs.bcycle.com/bcycle_greenbikeslc/gbfs.json,40.76745,-111.88736,Salt Lake City,US,BCycle,,,,,,
greenville,Greenville BCycle,/v2/networks/greenville,"[""BCycle, LLC""]",https://gbfs.bcycle.com/bcycle_greenville/gbfs.json,34.85261759999999,-82.3940104,"Greenville, SC",US,BCycle,,,,,,
greifswald,StadtRad Greifswald,/v2/networks/greifswald,"[""Nextbike GmbH""]",,54.0961,13.3787,Greifswald (StadtRad),DE,Nextbike,,,,,,
hellocycling-aichi,HELLO CYCLING Aichi,/v2/networks/hellocycling-aichi,"[""OpenStreet Corp.""]",https://api-public.odpt.org/api/v4/gbfs/hellocycling/gbfs.json,35.1827,136.9096,愛知県 (Aichi),JP,,https://ckan.odpt.org/dataset/c_bikeshare_gbfs-openstreet,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
hellocycling-chiba,HELLO CYCLING Chiba,/v2/networks/hellocycling-chiba,"[""OpenStreet Corp.""]",https://api-public.odpt.org/api/v4/gbfs/hellocycling/gbfs.json,35.6687,140.0201,千葉県 (Chiba),JP,,https://ckan.odpt.org/dataset/c_bikeshare_gbfs-openstreet,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
hellocycling-ehime,HELLO CYCLING Ehime,/v2/networks/hellocycling-ehime,"[""OpenStreet Corp.""]",https://api-public.odpt.org/api/v4/gbfs/hellocycling/gbfs.json,33.8445,132.76913,愛媛県 (Ehime),JP,,https://ckan.odpt.org/dataset/c_bikeshare_gbfs-openstreet,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
hellocycling-fukuoka,HELLO CYCLING Fukuoka,/v2/networks/hellocycling-fukuoka,"[""OpenStreet Corp.""]",https://api-public.odpt.org/api/v4/gbfs/hellocycling/gbfs.json,33.8823,130.8759,福岡県 (Fukuoka),JP,,https://ckan.odpt.org/dataset/c_bikeshare_gbfs-openstreet,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
hellocycling-gifu,HELLO CYCLING Gifu,/v2/networks/hellocycling-gifu,"[""OpenStreet Corp.""]",https://api-public.odpt.org/api/v4/gbfs/hellocycling/gbfs.json,35.3348,137.1236,岐阜県 (Gifu),JP,,https://ckan.odpt.org/dataset/c_bikeshare_gbfs-openstreet,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
hellocycling-hiroshima,HELLO CYCLING Hiroshima,/v2/networks/hellocycling-hiroshima,"[""OpenStreet Corp.""]",https://api-public.odpt.org/api/v4/gbfs/hellocycling/gbfs.json,34.40061,133.19824,広島県 (Hiroshima),JP,,https://ckan.odpt.org/dataset/c_bikeshare_gbfs-openstreet,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
hellocycling-hyougo,HELLO CYCLING Hyougo,/v2/networks/hellocycling-hyougo,"[""OpenStreet Corp.""]",https://api-public.odpt.org/api/v4/gbfs/hellocycling/gbfs.json,34.7356,135.3697,兵庫県 (Hyougo),JP,,https://ckan.odpt.org/dataset/c_bikeshare_gbfs-openstreet,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
hellocycling-ibaraki,HELLO CYCLING Ibaraki,/v2/networks/hellocycling-ibaraki,"[""OpenStreet Corp.""]",https://api-public.odpt.org/api/v4/gbfs/hellocycling/gbfs.json,36.0852,140.2008,茨城県 (Ibaraki),JP,,https://ckan.odpt.org/dataset/c_bikeshare_gbfs-openstreet,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,
