countryiso3code,date,value,unit,obs_status,decimal,indicator.id,indicator.value,country.id,country.value
AFE,2007,1402.25924781269,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZH,Africa Eastern and Southern
AFE,2006,1350.73057684768,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZH,Africa Eastern and Southern
AFE,2005,1301.66161668619,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZH,Africa Eastern and Southern
AFE,2004,1259.13592068834,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZH,Africa Eastern and Southern
AFE,2003,1224.80628548513,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZH,Africa Eastern and Southern
AFE,2002,1221.24592539704,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZH,Africa Eastern and Southern
AFE,2001,1207.22915865621,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZH,Africa Eastern and Southern
AFE,2000,1196.92976594366,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZH,Africa Eastern and Southern
AFW,2024,1873.20072424561,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2023,1841.75834617104,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2022,1824.95329630102,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2021,1796.60208538449,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2020,1768.31356500952,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2019,1829.07062009788,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2018,1814.688734184,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2017,1808.71649348956,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2016,1815.16869287797,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2015,1860.72769393488,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2014,1857.25875463317,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2013,1805.52643337702,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2012,1750.0258910552,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2011,1711.40576272057,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2010,1677.42793720229,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2009,1611.51321017603,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2008,1561.49690310715,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2007,1511.39802807784,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2006,1473.575756798,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2005,1438.7657371855,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2004,1397.57989325249,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2003,1330.01534966024,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2002,1295.46024656435,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2001,1211.60657416161,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
AFW,2000,1184.3601376623,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZI,Africa Western and Central
ARB,2024,6282.43802445082,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2023,6321.01759091735,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2022,6369.41320452417,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2021,6091.32544269033,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2020,5923.3735068447,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2019,6351.40326996304,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2018,6362.19976190562,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2017,6309.55882237984,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2016,6335.74627340697,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2015,6262.04168490023,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2014,6213.19485330044,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2013,6200.05917460349,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2012,6196.73883024471,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2011,6038.37051066657,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2010,5953.89088311612,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2009,5793.59521671987,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2008,5900.67914827487,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2007,5733.49995086153,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2006,5621.03289229308,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2005,5418.23751648854,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2004,5255.59538824308,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2003,4931.73909920056,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2002,4840.41100234932,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2001,4897.85868212299,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
ARB,2000,4915.07098418265,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),1A,Arab World
CSS,2024,18504.2321838281,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2023,16394.8707848282,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2022,15115.6283091077,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2021,13195.181516013,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2020,12447.4815923975,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2019,13745.4324449993,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2018,13729.8696430575,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2017,13691.8734663745,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2016,13879.4394084275,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2015,14402.4725779389,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2014,14514.3655264586,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2013,14247.7831117398,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2012,14138.3838872356,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2011,13630.0960001727,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2010,13604.562899963,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2009,13436.7013903097,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2008,13979.6334831429,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2007,13831.9907414897,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2006,13401.5929873654,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2005,12497.3875295228,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2004,11879.2531848005,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2003,11428.5323698188,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2002,10852.1489476006,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2001,10514.7724360658,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CSS,2000,10372.1053308649,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),S3,Caribbean small states
CEB,2024,16859.840628506,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2023,16514.4404393888,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2022,16406.3748705233,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2021,15748.7346962917,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2020,14633.6483797066,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2019,15039.0854339968,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2018,14427.2136400191,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2017,13696.4865078378,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2016,12991.5831012396,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2015,12596.9475064791,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2014,12076.2019030548,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2013,11662.0190543525,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2012,11544.5451357668,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2011,11421.8179722162,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2010,10998.6732543831,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2009,10792.8397629018,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2008,11177.0081279721,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2007,10712.5958772465,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2006,10036.5200313461,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2005,9387.57581776009,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2004,8923.84368154359,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2003,8405.61688234993,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2002,8057.20843158367,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2001,7730.93571388212,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
CEB,2000,7450.84783060072,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),B8,Central Europe and the Baltics
EAR,2024,3971.40382511899,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2023,3878.45590307873,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2022,3751.2648671429,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2021,3580.09519085707,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2020,3365.39681686142,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2019,3556.47650660398,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2018,3516.28535725061,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2017,3427.77881974115,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2016,3317.06815926143,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2015,3219.68827173818,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2014,3126.23097443148,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2013,3043.82525423964,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2012,2967.59848958026,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2011,2890.64966596632,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2010,2796.60483926579,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2009,2666.76155884388,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2008,2689.5968649202,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2007,2641.61069904161,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2006,2539.94909752521,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2005,2434.67072282312,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2004,2338.11435994231,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2003,2240.12438513381,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2002,2166.91877715115,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2001,2163.98713900034,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAR,2000,2179.57227094119,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),V2,Early-demographic dividend
EAS,2024,13212.1623897894,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2023,12737.6861447227,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2022,12249.7952074863,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2021,11916.6591236649,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2020,11233.1998729839,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2019,11285.3290344999,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2018,10903.061725507,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2017,10468.1195299222,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2016,10035.4566392464,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2015,9657.52889618953,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2014,9288.66786787888,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2013,8930.66566384547,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2012,8551.14311350086,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2011,8194.57043365624,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2010,7827.32592584171,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2009,7324.39505150942,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2008,7188.38844422621,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2007,6935.23063025292,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2006,6501.30587125695,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2005,6151.46241562104,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2004,5848.89608588104,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2003,5565.00241873511,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2002,5341.96598541057,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2001,5158.27566255206,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAS,2000,5037.74846611186,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),Z4,East Asia & Pacific
EAP,2024,10128.0902648305,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2023,9665.46358474715,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2022,9199.99703074238,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2021,8905.88956214936,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2020,8293.70107855619,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2019,8220.70959573115,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2018,7806.58937392474,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2017,7374.82657013849,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2016,6966.47429558357,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2015,6589.77384002779,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2014,6225.6558853226,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2013,5864.64303651664,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2012,5511.82854369397,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2011,5168.4832165349,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2010,4797.25188466663,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2009,4397.68610978361,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2008,4102.13288402558,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2007,3805.18151972235,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2006,3410.6774971557,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2005,3095.23480174477,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2004,2835.25083360468,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2003,2618.81609426375,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2002,2422.47671732858,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2001,2259.81828605734,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
EAP,2000,2132.39410423255,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),4E,East Asia & Pacific (excluding high income)
TEA,2024,10242.1535214691,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2023,9774.14866793259,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2022,9303.27535177522,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2021,9005.7234915616,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2020,8386.64139973947,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2019,8312.91754012004,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2018,7894.29652931398,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2017,7457.88424094092,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2016,7045.21047272403,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2015,6664.48716537469,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2014,6296.46196673162,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2013,5931.59345201841,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2012,5575.04186656936,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2011,5228.04161101544,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
TEA,2010,4852.74554176247,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T4,East Asia & Pacific (IDA & IBRD countries)
